local code,text,table_name,parent_varname,local code system,code,display,code system,comment
OMIM:305000,"DYSKERATOSIS CONGENITA, X-LINKED; DKCX",subject,disease_id,disease_id,OMIM:305000,"DYSKERATOSIS CONGENITA, X-LINKED; DKCX",https://omim.org/,
OMIM:308350,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 1; DEE1,subject,disease_id,disease_id,OMIM:308350,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 1; DEE1,https://omim.org/,
OMIM:310400,"MYOPATHY, CENTRONUCLEAR, X-LINKED; CNMX",subject,disease_id,disease_id,OMIM:310400,"MYOPATHY, CENTRONUCLEAR, X-LINKED; CNMX",https://omim.org/,
OMIM:312750,RETT SYNDROME; RTT,subject,disease_id,disease_id,OMIM:312750,RETT SYNDROME; RTT,https://omim.org/,
OMIM:312870,"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",subject,disease_id,disease_id,OMIM:312870,"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",https://omim.org/,
OMIM:600165,NANOPHTHALMOS 1; NNO1,subject,disease_id,disease_id,OMIM:600165,NANOPHTHALMOS 1; NNO1,https://omim.org/,
OMIM:600920,VAN DEN ENDE-GUPTA SYNDROME; VDEGS,subject,disease_id,disease_id,OMIM:600920,VAN DEN ENDE-GUPTA SYNDROME; VDEGS,https://omim.org/,
OMIM:601144,BRUGADA SYNDROME 1; BRGDA1,subject,disease_id,disease_id,OMIM:601144,BRUGADA SYNDROME 1; BRGDA1,https://omim.org/,
OMIM:601419,"MYOPATHY, MYOFIBRILLAR, 1; MFM1",subject,disease_id,disease_id,OMIM:601419,"MYOPATHY, MYOFIBRILLAR, 1; MFM1",https://omim.org/,
OMIM:601457,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",subject,disease_id,disease_id,OMIM:601457,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-NEGATIVE, NK CELL-POSITIVE",https://omim.org/,
OMIM:601495,"AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE; AGM1",subject,disease_id,disease_id,OMIM:601495,"AGAMMAGLOBULINEMIA 1, AUTOSOMAL RECESSIVE; AGM1",https://omim.org/,
OMIM:601853,GOMEZ-LOPEZ-HERNANDEZ SYNDROME; GLHS,subject,disease_id,disease_id,OMIM:601853,GOMEZ-LOPEZ-HERNANDEZ SYNDROME; GLHS,https://omim.org/,
OMIM:601859,AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME; ALPS,subject,disease_id,disease_id,OMIM:601859,AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME; ALPS,https://omim.org/,
OMIM:602066,"CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS; ICCA",subject,disease_id,disease_id,OMIM:602066,"CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS; ICCA",https://omim.org/,
OMIM:602342,PIERPONT SYNDROME; PRPTS,subject,disease_id,disease_id,OMIM:602342,PIERPONT SYNDROME; PRPTS,https://omim.org/,
OMIM:602535,MARSHALL-SMITH SYNDROME; MRSHSS,subject,disease_id,disease_id,OMIM:602535,MARSHALL-SMITH SYNDROME; MRSHSS,https://omim.org/,
OMIM:602782,HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME,subject,disease_id,disease_id,OMIM:602782,HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME,https://omim.org/,
OMIM:603438,"RADIOULNAR SYNOSTOSIS WITH MICROCEPHALY, SHORT STATURE, SCOLIOSIS, AND MENTAL RETARDATION",subject,disease_id,disease_id,OMIM:603438,"RADIOULNAR SYNOSTOSIS WITH MICROCEPHALY, SHORT STATURE, SCOLIOSIS, AND MENTAL RETARDATION",https://omim.org/,
OMIM:603511,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 1; LGMDD1",subject,disease_id,disease_id,OMIM:603511,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 1; LGMDD1",https://omim.org/,
OMIM:604391,ATAXIA-TELANGIECTASIA-LIKE DISORDER 1; ATLD1,subject,disease_id,disease_id,OMIM:604391,ATAXIA-TELANGIECTASIA-LIKE DISORDER 1; ATLD1,https://omim.org/,
OMIM:604715,ORTHOSTATIC INTOLERANCE,subject,disease_id,disease_id,OMIM:604715,ORTHOSTATIC INTOLERANCE,https://omim.org/,
OMIM:606003,TRANSALDOLASE DEFICIENCY; TALDOD,subject,disease_id,disease_id,OMIM:606003,TRANSALDOLASE DEFICIENCY; TALDOD,https://omim.org/,
OMIM:606215,ATRIOVENTRICULAR SEPTAL DEFECT; AVSD,subject,disease_id,disease_id,OMIM:606215,ATRIOVENTRICULAR SEPTAL DEFECT; AVSD,https://omim.org/,
OMIM:606519,PHACE ASSOCIATION,subject,disease_id,disease_id,OMIM:606519,PHACE ASSOCIATION,https://omim.org/,
OMIM:607086,"AORTIC ANEURYSM, FAMILIAL THORACIC 1; AAT1",subject,disease_id,disease_id,OMIM:607086,"AORTIC ANEURYSM, FAMILIAL THORACIC 1; AAT1",https://omim.org/,
OMIM:607594,"IMMUNODEFICIENCY, COMMON VARIABLE, 1; CVID1",subject,disease_id,disease_id,OMIM:607594,"IMMUNODEFICIENCY, COMMON VARIABLE, 1; CVID1",https://omim.org/,
OMIM:607624,"GRISCELLI SYNDROME, TYPE 2; GS2",subject,disease_id,disease_id,OMIM:607624,"GRISCELLI SYNDROME, TYPE 2; GS2",https://omim.org/,
OMIM:608027,"PONTOCEREBELLAR HYPOPLASIA, TYPE 3; PCH3",subject,disease_id,disease_id,OMIM:608027,"PONTOCEREBELLAR HYPOPLASIA, TYPE 3; PCH3",https://omim.org/,
OMIM:608099,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 3; LGMDR3",subject,disease_id,disease_id,OMIM:608099,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 3; LGMDR3",https://omim.org/,
OMIM:608389,BRANCHIOOTIC SYNDROME 3; BOS3,subject,disease_id,disease_id,OMIM:608389,BRANCHIOOTIC SYNDROME 3; BOS3,https://omim.org/,
OMIM:608940,SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY; SMDCRD,subject,disease_id,disease_id,OMIM:608940,SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY; SMDCRD,https://omim.org/,
OMIM:608971,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE",subject,disease_id,disease_id,OMIM:608971,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE",https://omim.org/,
OMIM:609192,LOEYS-DIETZ SYNDROME 1; LDS1,subject,disease_id,disease_id,OMIM:609192,LOEYS-DIETZ SYNDROME 1; LDS1,https://omim.org/,
OMIM:609284,NEMALINE MYOPATHY 1; NEM1,subject,disease_id,disease_id,OMIM:609284,NEMALINE MYOPATHY 1; NEM1,https://omim.org/,
OMIM:609528,"CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA SYNDROME",subject,disease_id,disease_id,OMIM:609528,"CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA SYNDROME",https://omim.org/,
OMIM:610093,"MICROPHTHALMIA, ISOLATED 2; MCOP2",subject,disease_id,disease_id,OMIM:610093,"MICROPHTHALMIA, ISOLATED 2; MCOP2",https://omim.org/,
OMIM:610805,CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 1; CAKUT1,subject,disease_id,disease_id,OMIM:610805,CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 1; CAKUT1,https://omim.org/,
OMIM:610951,"CEROID LIPOFUSCINOSIS, NEURONAL, 7; CLN7",subject,disease_id,disease_id,OMIM:610951,"CEROID LIPOFUSCINOSIS, NEURONAL, 7; CLN7",https://omim.org/,
OMIM:612164,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 4; DEE4,subject,disease_id,disease_id,OMIM:612164,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 4; DEE4,https://omim.org/,
OMIM:612576,"CHROMOSOME 17p13.3, TELOMERIC, DUPLICATION SYNDROME",subject,disease_id,disease_id,OMIM:612576,"CHROMOSOME 17p13.3, TELOMERIC, DUPLICATION SYNDROME",https://omim.org/,
OMIM:612863,CHROMOSOME 6q24-q25 DELETION SYNDROME,subject,disease_id,disease_id,OMIM:612863,CHROMOSOME 6q24-q25 DELETION SYNDROME,https://omim.org/,
OMIM:613075,MACS SYNDROME,subject,disease_id,disease_id,OMIM:613075,MACS SYNDROME,https://omim.org/,
OMIM:613172,"CARDIOMYOPATHY, DILATED, 1DD; CMD1DD",subject,disease_id,disease_id,OMIM:613172,"CARDIOMYOPATHY, DILATED, 1DD; CMD1DD",https://omim.org/,
OMIM:613982,"OSTEOGENESIS IMPERFECTA, TYPE VI; OI6",subject,disease_id,disease_id,OMIM:613982,"OSTEOGENESIS IMPERFECTA, TYPE VI; OI6",https://omim.org/,
OMIM:614115,"CORTICAL MALFORMATIONS, OCCIPITAL; OCCM",subject,disease_id,disease_id,OMIM:614115,"CORTICAL MALFORMATIONS, OCCIPITAL; OCCM",https://omim.org/,
OMIM:614219,ADAMS-OLIVER SYNDROME 2; AOS2,subject,disease_id,disease_id,OMIM:614219,ADAMS-OLIVER SYNDROME 2; AOS2,https://omim.org/,
OMIM:614416,RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES; RHFCA,subject,disease_id,disease_id,OMIM:614416,RADIOHUMERAL FUSIONS WITH OTHER SKELETAL AND CRANIOFACIAL ANOMALIES; RHFCA,https://omim.org/,
OMIM:614561,"LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC",subject,disease_id,disease_id,OMIM:614561,"LEUKOENCEPHALOPATHY, BRAIN CALCIFICATIONS, AND CYSTS; LCC",https://omim.org/,
OMIM:614575,"CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME; CANVAS",subject,disease_id,disease_id,OMIM:614575,"CEREBELLAR ATAXIA, NEUROPATHY, AND VESTIBULAR AREFLEXIA SYNDROME; CANVAS",https://omim.org/,
OMIM:614753,SOTOS SYNDROME 2; SOTOS2,subject,disease_id,disease_id,OMIM:614753,SOTOS SYNDROME 2; SOTOS2,https://omim.org/,
OMIM:614816,LOEYS-DIETZ SYNDROME 4; LDS4,subject,disease_id,disease_id,OMIM:614816,LOEYS-DIETZ SYNDROME 4; LDS4,https://omim.org/,
OMIM:614921,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE It; CDG1T",subject,disease_id,disease_id,OMIM:614921,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE It; CDG1T",https://omim.org/,
OMIM:614932,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13; COXPD13,subject,disease_id,disease_id,OMIM:614932,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13; COXPD13,https://omim.org/,
OMIM:615145,"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9; MCOPCB9",subject,disease_id,disease_id,OMIM:615145,"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 9; MCOPCB9",https://omim.org/,
OMIM:615476,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 18; EIEE18",subject,disease_id,disease_id,OMIM:615476,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 18; EIEE18",https://omim.org/,
OMIM:615510,"ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME; AAMR",subject,disease_id,disease_id,OMIM:615510,"ALACRIMA, ACHALASIA, AND MENTAL RETARDATION SYNDROME; AAMR",https://omim.org/,
OMIM:615670,SCHWANNOMATOSIS 2; SWNTS2,subject,disease_id,disease_id,OMIM:615670,SCHWANNOMATOSIS 2; SWNTS2,https://omim.org/,
OMIM:615688,"VASCULITIS, AUTOINFLAMMATION, IMMUNODEFICIENCY, AND HEMATOLOGIC DEFECTS SYNDROME; VAIHS",subject,disease_id,disease_id,OMIM:615688,"VASCULITIS, AUTOINFLAMMATION, IMMUNODEFICIENCY, AND HEMATOLOGIC DEFECTS SYNDROME; VAIHS",https://omim.org/,
OMIM:615877,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME; MCSKS,subject,disease_id,disease_id,OMIM:615877,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME; MCSKS,https://omim.org/,
OMIM:615905,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25, WITH AMELOGENESIS IMPERFECTA; EIEE25",subject,disease_id,disease_id,OMIM:615905,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25, WITH AMELOGENESIS IMPERFECTA; EIEE25",https://omim.org/,
OMIM:615960,PORETTI-BOLTSHAUSER SYNDROME; PTBHS,subject,disease_id,disease_id,OMIM:615960,PORETTI-BOLTSHAUSER SYNDROME; PTBHS,https://omim.org/,
OMIM:616100,"AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE V; ALPS5",subject,disease_id,disease_id,OMIM:616100,"AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE V; ALPS5",https://omim.org/,
OMIM:616140,"LEUKODYSTROPHY, HYPOMYELINATING, 9; HLD9",subject,disease_id,disease_id,OMIM:616140,"LEUKODYSTROPHY, HYPOMYELINATING, 9; HLD9",https://omim.org/,
OMIM:616172,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9; GEFSP9",subject,disease_id,disease_id,OMIM:616172,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9; GEFSP9",https://omim.org/,
OMIM:616220,FOCAL SEGMENTAL GLOMERULOSCLEROSIS 9; FSGS9,subject,disease_id,disease_id,OMIM:616220,FOCAL SEGMENTAL GLOMERULOSCLEROSIS 9; FSGS9,https://omim.org/,
OMIM:616331,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2; DRS2",subject,disease_id,disease_id,OMIM:616331,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2; DRS2",https://omim.org/,
OMIM:616390,"TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE; TTD2",subject,disease_id,disease_id,OMIM:616390,"TRICHOTHIODYSTROPHY 2, PHOTOSENSITIVE; TTD2",https://omim.org/,
OMIM:616576,"IMMUNODEFICIENCY, COMMON VARIABLE, 12; CVID12",subject,disease_id,disease_id,OMIM:616576,"IMMUNODEFICIENCY, COMMON VARIABLE, 12; CVID12",https://omim.org/,
OMIM:616577,"EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME; EHLMRS",subject,disease_id,disease_id,OMIM:616577,"EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME; EHLMRS",https://omim.org/,
OMIM:616580,AU-KLINE SYNDROME; AUKS,subject,disease_id,disease_id,OMIM:616580,AU-KLINE SYNDROME; AUKS,https://omim.org/,
OMIM:616723,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, FADEN-ALKURAYA TYPE; SEMDFA",subject,disease_id,disease_id,OMIM:616723,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, FADEN-ALKURAYA TYPE; SEMDFA",https://omim.org/,
OMIM:616878,"METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION; MECRCN",subject,disease_id,disease_id,OMIM:616878,"METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION; MECRCN",https://omim.org/,
OMIM:616954,YOU-HOOVER-FONG SYNDROME; YHFS,subject,disease_id,disease_id,OMIM:616954,YOU-HOOVER-FONG SYNDROME; YHFS,https://omim.org/,
OMIM:618404,"LEUKODYSTROPHY, HYPOMYELINATING, 18; HLD18",subject,disease_id,disease_id,OMIM:618404,"LEUKODYSTROPHY, HYPOMYELINATING, 18; HLD18",https://omim.org/,
HP:0000002,Abnormality of body height,subject,hpo_present,subject,HP:0000002,Abnormality of body height,http://purl.obolibrary.org/obo/hp.owl,
HP:0000003,Multicystic kidney dysplasia,subject,hpo_present,subject,HP:0000003,Multicystic kidney dysplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000010,Recurrent urinary tract infections,subject,hpo_present,subject,HP:0000010,Recurrent urinary tract infections,http://purl.obolibrary.org/obo/hp.owl,
HP:0000011,Neurogenic bladder,subject,hpo_present,subject,HP:0000011,Neurogenic bladder,http://purl.obolibrary.org/obo/hp.owl,
HP:0000012,Urinary urgency,subject,hpo_present,subject,HP:0000012,Urinary urgency,http://purl.obolibrary.org/obo/hp.owl,
HP:0000014,Abnormality of the bladder,subject,hpo_absent,subject,HP:0000014,Abnormality of the bladder,http://purl.obolibrary.org/obo/hp.owl,
HP:0000019,Urinary hesitancy,subject,hpo_present,subject,HP:0000019,Urinary hesitancy,http://purl.obolibrary.org/obo/hp.owl,
HP:0000020,Urinary incontinence,subject,hpo_present,subject,HP:0000020,Urinary incontinence,http://purl.obolibrary.org/obo/hp.owl,
HP:0000021,Megacystis,subject,hpo_present,subject,HP:0000021,Megacystis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000023,Inguinal hernia,subject,hpo_present,subject,HP:0000023,Inguinal hernia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000028,Cryptorchidism,subject,hpo_present,subject,HP:0000028,Cryptorchidism,http://purl.obolibrary.org/obo/hp.owl,
HP:0000034,Hydrocele testis,subject,hpo_present,subject,HP:0000034,Hydrocele testis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000035,Abnormal testis morphology,subject,hpo_absent,subject,HP:0000035,Abnormal testis morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000036,Abnormal penis morphology,subject,hpo_absent,subject,HP:0000036,Abnormal penis morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000041,Chordee,subject,hpo_present,subject,HP:0000041,Chordee,http://purl.obolibrary.org/obo/hp.owl,
HP:0000044,Hypogonadotropic hypogonadism,subject,hpo_present,subject,HP:0000044,Hypogonadotropic hypogonadism,http://purl.obolibrary.org/obo/hp.owl,
HP:0000045,Abnormality of the scrotum,subject,hpo_absent,subject,HP:0000045,Abnormality of the scrotum,http://purl.obolibrary.org/obo/hp.owl,
HP:0000047,Hypospadias,subject,hpo_present,subject,HP:0000047,Hypospadias,http://purl.obolibrary.org/obo/hp.owl,
HP:0000048,Bifid scrotum,subject,hpo_present,subject,HP:0000048,Bifid scrotum,http://purl.obolibrary.org/obo/hp.owl,
HP:0000054,Micropenis,subject,hpo_present,subject,HP:0000054,Micropenis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000056,Abnormality of the clitoris,subject,hpo_present,subject,HP:0000056,Abnormality of the clitoris,http://purl.obolibrary.org/obo/hp.owl,
HP:0000058,Abnormal labia morphology,subject,hpo_present,subject,HP:0000058,Abnormal labia morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000062,Ambiguous genitalia,subject,hpo_present,subject,HP:0000062,Ambiguous genitalia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000064,Hypoplastic labia minora,subject,hpo_absent,subject,HP:0000064,Hypoplastic labia minora,http://purl.obolibrary.org/obo/hp.owl,
HP:0000069,Abnormality of the ureter,subject,hpo_absent,subject,HP:0000069,Abnormality of the ureter,http://purl.obolibrary.org/obo/hp.owl,
HP:0000072,Hydroureter,subject,hpo_present,subject,HP:0000072,Hydroureter,http://purl.obolibrary.org/obo/hp.owl,
HP:0000073,Ureteral duplication,subject,hpo_present,subject,HP:0000073,Ureteral duplication,http://purl.obolibrary.org/obo/hp.owl,
HP:0000074,Ureteropelvic junction obstruction,subject,hpo_present,subject,HP:0000074,Ureteropelvic junction obstruction,http://purl.obolibrary.org/obo/hp.owl,
HP:0000076,Vesicoureteral reflux,subject,hpo_present,subject,HP:0000076,Vesicoureteral reflux,http://purl.obolibrary.org/obo/hp.owl,
HP:0000077,Abnormality of the kidney,subject,hpo_present,subject,HP:0000077,Abnormality of the kidney,http://purl.obolibrary.org/obo/hp.owl,
HP:0000079,Abnormality of the urinary system,subject,hpo_absent,subject,HP:0000079,Abnormality of the urinary system,http://purl.obolibrary.org/obo/hp.owl,
HP:0000085,Horseshoe kidney,subject,hpo_present,subject,HP:0000085,Horseshoe kidney,http://purl.obolibrary.org/obo/hp.owl,
HP:0000089,Renal hypoplasia,subject,hpo_present,subject,HP:0000089,Renal hypoplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000093,Proteinuria,subject,hpo_present,subject,HP:0000093,Proteinuria,http://purl.obolibrary.org/obo/hp.owl,
HP:0000098,Tall stature,subject,hpo_present,subject,HP:0000098,Tall stature,http://purl.obolibrary.org/obo/hp.owl,
HP:0000100,Nephrotic syndrome,subject,hpo_present,subject,HP:0000100,Nephrotic syndrome,http://purl.obolibrary.org/obo/hp.owl,
HP:0000103,Polyuria,subject,hpo_present,subject,HP:0000103,Polyuria,http://purl.obolibrary.org/obo/hp.owl,
HP:0000107,Renal cyst,subject,hpo_present,subject,HP:0000107,Renal cyst,http://purl.obolibrary.org/obo/hp.owl,
HP:0000108,Renal corticomedullary cysts,subject,hpo_present,subject,HP:0000108,Renal corticomedullary cysts,http://purl.obolibrary.org/obo/hp.owl,
HP:0000114,Proximal tubulopathy,subject,hpo_present,subject,HP:0000114,Proximal tubulopathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0000121,Nephrocalcinosis,subject,hpo_present,subject,HP:0000121,Nephrocalcinosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000122,Unilateral renal agenesis,subject,hpo_present,subject,HP:0000122,Unilateral renal agenesis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000123,Nephritis,subject,hpo_present,subject,HP:0000123,Nephritis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000126,Hydronephrosis,subject,hpo_present,subject,HP:0000126,Hydronephrosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000130,Abnormality of the uterus,subject,hpo_absent,subject,HP:0000130,Abnormality of the uterus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000131,Uterine leiomyoma,subject,hpo_present,subject,HP:0000131,Uterine leiomyoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0000132,Menorrhagia,subject,hpo_present,subject,HP:0000132,Menorrhagia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000135,Hypogonadism,subject,hpo_present,subject,HP:0000135,Hypogonadism,http://purl.obolibrary.org/obo/hp.owl,
HP:0000137,Abnormality of the ovary,subject,hpo_absent,subject,HP:0000137,Abnormality of the ovary,http://purl.obolibrary.org/obo/hp.owl,
HP:0000138,Ovarian cyst,subject,hpo_present,subject,HP:0000138,Ovarian cyst,http://purl.obolibrary.org/obo/hp.owl,
HP:0000142,Abnormal vagina morphology,subject,hpo_absent,subject,HP:0000142,Abnormal vagina morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000143,Rectovaginal fistula,subject,hpo_present,subject,HP:0000143,Rectovaginal fistula,http://purl.obolibrary.org/obo/hp.owl,
HP:0000153,Abnormality of the mouth,subject,hpo_present,subject,HP:0000153,Abnormality of the mouth,http://purl.obolibrary.org/obo/hp.owl,
HP:0000154,Wide mouth,subject,hpo_present,subject,HP:0000154,Wide mouth,http://purl.obolibrary.org/obo/hp.owl,
HP:0000155,Oral ulcer,subject,hpo_present,subject,HP:0000155,Oral ulcer,http://purl.obolibrary.org/obo/hp.owl,
HP:0000157,Abnormality of the tongue,subject,hpo_absent,subject,HP:0000157,Abnormality of the tongue,http://purl.obolibrary.org/obo/hp.owl,
HP:0000158,Macroglossia,subject,hpo_present,subject,HP:0000158,Macroglossia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000159,Abnormal lip morphology,subject,hpo_absent,subject,HP:0000159,Abnormal lip morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000160,Narrow mouth,subject,hpo_present,subject,HP:0000160,Narrow mouth,http://purl.obolibrary.org/obo/hp.owl,
HP:0000164,Abnormality of the dentition,subject,hpo_absent,subject,HP:0000164,Abnormality of the dentition,http://purl.obolibrary.org/obo/hp.owl,
HP:0000168,Abnormality of the gingiva,subject,hpo_absent,subject,HP:0000168,Abnormality of the gingiva,http://purl.obolibrary.org/obo/hp.owl,
HP:0000171,Microglossia,subject,hpo_present,subject,HP:0000171,Microglossia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000172,Abnormal uvula morphology,subject,hpo_absent,subject,HP:0000172,Abnormal uvula morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000174,Abnormal palate morphology,subject,hpo_absent,subject,HP:0000174,Abnormal palate morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000175,Cleft palate,subject,hpo_present,subject,HP:0000175,Cleft palate,http://purl.obolibrary.org/obo/hp.owl,
HP:0000177,Abnormality of upper lip,subject,hpo_present,subject,HP:0000177,Abnormality of upper lip,http://purl.obolibrary.org/obo/hp.owl,
HP:0000178,Abnormality of lower lip,subject,hpo_present,subject,HP:0000178,Abnormality of lower lip,http://purl.obolibrary.org/obo/hp.owl,
HP:0000179,Thick lower lip vermilion,subject,hpo_present,subject,HP:0000179,Thick lower lip vermilion,http://purl.obolibrary.org/obo/hp.owl,
HP:0000180,Lobulated tongue,subject,hpo_present,subject,HP:0000180,Lobulated tongue,http://purl.obolibrary.org/obo/hp.owl,
HP:0000189,Narrow palate,subject,hpo_present,subject,HP:0000189,Narrow palate,http://purl.obolibrary.org/obo/hp.owl,
HP:0000191,Accessory oral frenulum,subject,hpo_present,subject,HP:0000191,Accessory oral frenulum,http://purl.obolibrary.org/obo/hp.owl,
HP:0000193,Bifid uvula,subject,hpo_present,subject,HP:0000193,Bifid uvula,http://purl.obolibrary.org/obo/hp.owl,
HP:0000204,Cleft upper lip,subject,hpo_present,subject,HP:0000204,Cleft upper lip,http://purl.obolibrary.org/obo/hp.owl,
HP:0000211,Trismus,subject,hpo_present,subject,HP:0000211,Trismus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000212,Gingival overgrowth,subject,hpo_present,subject,HP:0000212,Gingival overgrowth,http://purl.obolibrary.org/obo/hp.owl,
HP:0000215,Thick upper lip vermilion,subject,hpo_present,subject,HP:0000215,Thick upper lip vermilion,http://purl.obolibrary.org/obo/hp.owl,
